valueCategory,temporal,temporal_type,georegion,georegion_type,pathogen,type,subtype,testResult,testResult_type,value,prctPathogenType,prctPathogenSubtype,prctTypeSubtype,prctPathogen,lowerCiPathogen,upperCiPathogen,prctPathogenMean3w,prctSamples,dataComplete,defaultView
samples,2021-W16,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W17,week,CH,country,sars-cov-2,all,all,positive,pcr,2,NA,NA,NA,7.7,2.1,24.1,11.5,NA,TRUE,TRUE
detections,2021-W17,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,12.9,0,NA,TRUE,FALSE
detections,2021-W17,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,3.8,0.2,18.9,2.8,NA,TRUE,FALSE
detections,2021-W17,week,CH,country,rhinovirus,all,all,positive,pcr,5,NA,NA,NA,19.2,8.5,37.9,10.8,NA,TRUE,FALSE
detections,2021-W17,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,1,NA,NA,NA,3.8,0.2,18.9,5.5,NA,TRUE,FALSE
detections,2021-W17,week,CH,country,other,all,all,positive,pcr,4,NA,NA,NA,15.4,6.2,33.5,32.9,NA,TRUE,FALSE
samples,2021-W17,week,CH,country,all,all,all,negative,pcr,15,NA,NA,NA,NA,NA,NA,NA,57.7,TRUE,FALSE
samples,2021-W17,week,CH,country,any,all,all,positive,pcr,11,NA,NA,NA,NA,NA,NA,NA,42.3,TRUE,FALSE
samples,2021-W17,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W18,week,CH,country,sars-cov-2,all,all,positive,pcr,1,NA,NA,NA,4.2,0.2,20.2,6,NA,TRUE,TRUE
detections,2021-W18,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,13.8,0,NA,TRUE,FALSE
detections,2021-W18,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,13.8,1.3,NA,TRUE,FALSE
detections,2021-W18,week,CH,country,rhinovirus,all,all,positive,pcr,1,NA,NA,NA,4.2,0.2,20.2,12,NA,TRUE,FALSE
detections,2021-W18,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,2,NA,NA,NA,8.3,2.3,25.8,6.1,NA,TRUE,FALSE
detections,2021-W18,week,CH,country,other,all,all,positive,pcr,8,NA,NA,NA,33.3,18,53.3,22.5,NA,TRUE,FALSE
samples,2021-W18,week,CH,country,all,all,all,negative,pcr,12,NA,NA,NA,NA,NA,NA,NA,50,TRUE,FALSE
samples,2021-W18,week,CH,country,any,all,all,positive,pcr,12,NA,NA,NA,NA,NA,NA,NA,50,TRUE,FALSE
samples,2021-W18,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W19,week,CH,country,sars-cov-2,all,all,positive,pcr,1,NA,NA,NA,6.2,0.3,28.3,12.1,NA,TRUE,TRUE
detections,2021-W19,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,19.4,0,NA,TRUE,FALSE
detections,2021-W19,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,19.4,1.2,NA,TRUE,FALSE
detections,2021-W19,week,CH,country,rhinovirus,all,all,positive,pcr,2,NA,NA,NA,12.5,3.5,36,14.2,NA,TRUE,FALSE
detections,2021-W19,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,1,NA,NA,NA,6.2,0.3,28.3,11,NA,TRUE,FALSE
detections,2021-W19,week,CH,country,other,all,all,positive,pcr,3,NA,NA,NA,18.8,6.6,43,23.5,NA,TRUE,FALSE
samples,2021-W19,week,CH,country,all,all,all,negative,pcr,9,NA,NA,NA,NA,NA,NA,NA,56.2,TRUE,FALSE
samples,2021-W19,week,CH,country,any,all,all,positive,pcr,7,NA,NA,NA,NA,NA,NA,NA,43.8,TRUE,FALSE
samples,2021-W19,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W20,week,CH,country,sars-cov-2,all,all,positive,pcr,7,NA,NA,NA,25.9,13.2,44.7,14.9,NA,TRUE,TRUE
detections,2021-W20,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,12.5,0,NA,TRUE,FALSE
detections,2021-W20,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,3.7,0.2,18.3,1.2,NA,TRUE,FALSE
detections,2021-W20,week,CH,country,rhinovirus,all,all,positive,pcr,7,NA,NA,NA,25.9,13.2,44.7,17,NA,TRUE,FALSE
detections,2021-W20,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,5,NA,NA,NA,18.5,8.2,36.7,12.4,NA,TRUE,FALSE
detections,2021-W20,week,CH,country,other,all,all,positive,pcr,5,NA,NA,NA,18.5,8.2,36.7,12.4,NA,TRUE,FALSE
samples,2021-W20,week,CH,country,all,all,all,negative,pcr,7,NA,NA,NA,NA,NA,NA,NA,25.9,TRUE,FALSE
samples,2021-W20,week,CH,country,any,all,all,positive,pcr,20,NA,NA,NA,NA,NA,NA,NA,74.1,TRUE,FALSE
samples,2021-W20,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W21,week,CH,country,sars-cov-2,all,all,positive,pcr,1,NA,NA,NA,12.5,0.6,47.1,18.4,NA,TRUE,TRUE
detections,2021-W21,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,32.4,0,NA,TRUE,FALSE
detections,2021-W21,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,32.4,1.2,NA,TRUE,FALSE
detections,2021-W21,week,CH,country,rhinovirus,all,all,positive,pcr,1,NA,NA,NA,12.5,0.6,47.1,22.1,NA,TRUE,FALSE
detections,2021-W21,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,1,NA,NA,NA,12.5,0.6,47.1,12.2,NA,TRUE,FALSE
detections,2021-W21,week,CH,country,other,all,all,positive,pcr,0,NA,NA,NA,0,0,32.4,9.9,NA,TRUE,FALSE
samples,2021-W21,week,CH,country,all,all,all,negative,pcr,5,NA,NA,NA,NA,NA,NA,NA,62.5,TRUE,FALSE
samples,2021-W21,week,CH,country,any,all,all,positive,pcr,3,NA,NA,NA,NA,NA,NA,NA,37.5,TRUE,FALSE
samples,2021-W21,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W22,week,CH,country,sars-cov-2,all,all,positive,pcr,3,NA,NA,NA,16.7,5.8,39.2,9.7,NA,TRUE,TRUE
detections,2021-W22,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,17.6,0,NA,TRUE,FALSE
detections,2021-W22,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,17.6,0,NA,TRUE,FALSE
detections,2021-W22,week,CH,country,rhinovirus,all,all,positive,pcr,5,NA,NA,NA,27.8,12.5,50.9,21.8,NA,TRUE,FALSE
detections,2021-W22,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,1,NA,NA,NA,5.6,0.3,25.8,6,NA,TRUE,FALSE
detections,2021-W22,week,CH,country,other,all,all,positive,pcr,2,NA,NA,NA,11.1,3.1,32.8,16.2,NA,TRUE,FALSE
samples,2021-W22,week,CH,country,all,all,all,negative,pcr,7,NA,NA,NA,NA,NA,NA,NA,38.9,TRUE,FALSE
samples,2021-W22,week,CH,country,any,all,all,positive,pcr,11,NA,NA,NA,NA,NA,NA,NA,61.1,TRUE,FALSE
samples,2021-W22,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W23,week,CH,country,sars-cov-2,all,all,positive,pcr,0,NA,NA,NA,0,0,19.4,5.6,NA,TRUE,TRUE
detections,2021-W23,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,19.4,0,NA,TRUE,FALSE
detections,2021-W23,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,19.4,0,NA,TRUE,FALSE
detections,2021-W23,week,CH,country,rhinovirus,all,all,positive,pcr,4,NA,NA,NA,25,10.2,49.5,22.7,NA,TRUE,FALSE
detections,2021-W23,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,19.4,7,NA,TRUE,FALSE
detections,2021-W23,week,CH,country,other,all,all,positive,pcr,6,NA,NA,NA,37.5,18.5,61.4,26.5,NA,TRUE,FALSE
samples,2021-W23,week,CH,country,all,all,all,negative,pcr,6,NA,NA,NA,NA,NA,NA,NA,37.5,TRUE,FALSE
samples,2021-W23,week,CH,country,any,all,all,positive,pcr,10,NA,NA,NA,NA,NA,NA,NA,62.5,TRUE,FALSE
samples,2021-W23,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W24,week,CH,country,sars-cov-2,all,all,positive,pcr,0,NA,NA,NA,0,0,22.8,0,NA,TRUE,TRUE
detections,2021-W24,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,22.8,0,NA,TRUE,FALSE
detections,2021-W24,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,22.8,0,NA,TRUE,FALSE
detections,2021-W24,week,CH,country,rhinovirus,all,all,positive,pcr,2,NA,NA,NA,15.4,4.3,42.2,31.2,NA,TRUE,FALSE
detections,2021-W24,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,2,NA,NA,NA,15.4,4.3,42.2,11.8,NA,TRUE,FALSE
detections,2021-W24,week,CH,country,other,all,all,positive,pcr,4,NA,NA,NA,30.8,12.7,57.6,29.4,NA,TRUE,FALSE
samples,2021-W24,week,CH,country,all,all,all,negative,pcr,5,NA,NA,NA,NA,NA,NA,NA,38.5,TRUE,FALSE
samples,2021-W24,week,CH,country,any,all,all,positive,pcr,8,NA,NA,NA,NA,NA,NA,NA,61.5,TRUE,FALSE
samples,2021-W24,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W25,week,CH,country,sars-cov-2,all,all,positive,pcr,0,NA,NA,NA,0,0,20.4,2.8,NA,TRUE,TRUE
detections,2021-W25,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,20.4,0,NA,TRUE,FALSE
detections,2021-W25,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,20.4,5.6,NA,TRUE,FALSE
detections,2021-W25,week,CH,country,rhinovirus,all,all,positive,pcr,8,NA,NA,NA,53.3,30.1,75.2,34,NA,TRUE,FALSE
detections,2021-W25,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,3,NA,NA,NA,20,7,45.2,14.6,NA,TRUE,FALSE
detections,2021-W25,week,CH,country,other,all,all,positive,pcr,3,NA,NA,NA,20,7,45.2,22.5,NA,TRUE,FALSE
samples,2021-W25,week,CH,country,all,all,all,negative,pcr,4,NA,NA,NA,NA,NA,NA,NA,26.7,TRUE,FALSE
samples,2021-W25,week,CH,country,any,all,all,positive,pcr,11,NA,NA,NA,NA,NA,NA,NA,73.3,TRUE,FALSE
samples,2021-W25,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W26,week,CH,country,sars-cov-2,all,all,positive,pcr,1,NA,NA,NA,8.3,0.4,35.4,4.8,NA,TRUE,TRUE
detections,2021-W26,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,24.2,0,NA,TRUE,FALSE
detections,2021-W26,week,CH,country,adenovirus,all,all,positive,pcr,2,NA,NA,NA,16.7,4.7,44.8,7.6,NA,TRUE,FALSE
detections,2021-W26,week,CH,country,rhinovirus,all,all,positive,pcr,4,NA,NA,NA,33.3,13.8,60.9,35.1,NA,TRUE,FALSE
detections,2021-W26,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,1,NA,NA,NA,8.3,0.4,35.4,11.5,NA,TRUE,FALSE
detections,2021-W26,week,CH,country,other,all,all,positive,pcr,2,NA,NA,NA,16.7,4.7,44.8,24.7,NA,TRUE,FALSE
samples,2021-W26,week,CH,country,all,all,all,negative,pcr,5,NA,NA,NA,NA,NA,NA,NA,41.7,TRUE,FALSE
samples,2021-W26,week,CH,country,any,all,all,positive,pcr,7,NA,NA,NA,NA,NA,NA,NA,58.3,TRUE,FALSE
samples,2021-W26,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W27,week,CH,country,sars-cov-2,all,all,positive,pcr,1,NA,NA,NA,6.2,0.3,28.3,4.8,NA,TRUE,TRUE
detections,2021-W27,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,19.4,0,NA,TRUE,FALSE
detections,2021-W27,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,6.2,0.3,28.3,9.5,NA,TRUE,FALSE
detections,2021-W27,week,CH,country,rhinovirus,all,all,positive,pcr,3,NA,NA,NA,18.8,6.6,43,21.1,NA,TRUE,FALSE
detections,2021-W27,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,1,NA,NA,NA,6.2,0.3,28.3,14.1,NA,TRUE,FALSE
detections,2021-W27,week,CH,country,other,all,all,positive,pcr,6,NA,NA,NA,37.5,18.5,61.4,19.9,NA,TRUE,FALSE
samples,2021-W27,week,CH,country,all,all,all,negative,pcr,6,NA,NA,NA,NA,NA,NA,NA,37.5,TRUE,FALSE
samples,2021-W27,week,CH,country,any,all,all,positive,pcr,10,NA,NA,NA,NA,NA,NA,NA,62.5,TRUE,FALSE
samples,2021-W27,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W28,week,CH,country,sars-cov-2,all,all,positive,pcr,0,NA,NA,NA,0,0,17.6,5.4,NA,TRUE,TRUE
detections,2021-W28,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,17.6,0,NA,TRUE,FALSE
detections,2021-W28,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,5.6,0.3,25.8,3.9,NA,TRUE,FALSE
detections,2021-W28,week,CH,country,rhinovirus,all,all,positive,pcr,2,NA,NA,NA,11.1,3.1,32.8,10,NA,TRUE,FALSE
detections,2021-W28,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,5,NA,NA,NA,27.8,12.5,50.9,21.3,NA,TRUE,FALSE
detections,2021-W28,week,CH,country,other,all,all,positive,pcr,1,NA,NA,NA,5.6,0.3,25.8,24.4,NA,TRUE,FALSE
samples,2021-W28,week,CH,country,all,all,all,negative,pcr,9,NA,NA,NA,NA,NA,NA,NA,50,TRUE,FALSE
samples,2021-W28,week,CH,country,any,all,all,positive,pcr,9,NA,NA,NA,NA,NA,NA,NA,50,TRUE,FALSE
samples,2021-W28,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W29,week,CH,country,sars-cov-2,all,all,positive,pcr,1,NA,NA,NA,10,0.5,40.4,3.3,NA,TRUE,TRUE
detections,2021-W29,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,27.8,0,NA,TRUE,FALSE
detections,2021-W29,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,27.8,1.9,NA,TRUE,FALSE
detections,2021-W29,week,CH,country,rhinovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,27.8,9.3,NA,TRUE,FALSE
detections,2021-W29,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,3,NA,NA,NA,30,10.8,60.3,30.4,NA,TRUE,FALSE
detections,2021-W29,week,CH,country,other,all,all,positive,pcr,3,NA,NA,NA,30,10.8,60.3,11.9,NA,TRUE,FALSE
samples,2021-W29,week,CH,country,all,all,all,negative,pcr,3,NA,NA,NA,NA,NA,NA,NA,30,TRUE,FALSE
samples,2021-W29,week,CH,country,any,all,all,positive,pcr,7,NA,NA,NA,NA,NA,NA,NA,70,TRUE,FALSE
samples,2021-W29,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W30,week,CH,country,sars-cov-2,all,all,positive,pcr,0,NA,NA,NA,0,0,39,3.3,NA,TRUE,TRUE
detections,2021-W30,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,39,0,NA,TRUE,FALSE
detections,2021-W30,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,39,3,NA,TRUE,FALSE
detections,2021-W30,week,CH,country,rhinovirus,all,all,positive,pcr,1,NA,NA,NA,16.7,0.9,56.4,14.7,NA,TRUE,FALSE
detections,2021-W30,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,2,NA,NA,NA,33.3,9.7,70,30.2,NA,TRUE,FALSE
detections,2021-W30,week,CH,country,other,all,all,positive,pcr,0,NA,NA,NA,0,0,39,16.1,NA,TRUE,FALSE
samples,2021-W30,week,CH,country,all,all,all,negative,pcr,3,NA,NA,NA,NA,NA,NA,NA,50,TRUE,FALSE
samples,2021-W30,week,CH,country,any,all,all,positive,pcr,3,NA,NA,NA,NA,NA,NA,NA,50,TRUE,FALSE
samples,2021-W30,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W31,week,CH,country,sars-cov-2,all,all,positive,pcr,0,NA,NA,NA,0,0,25.9,7.9,NA,TRUE,TRUE
detections,2021-W31,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,25.9,0,NA,TRUE,FALSE
detections,2021-W31,week,CH,country,adenovirus,all,all,positive,pcr,1,NA,NA,NA,9.1,0.5,37.7,7.8,NA,TRUE,FALSE
detections,2021-W31,week,CH,country,rhinovirus,all,all,positive,pcr,3,NA,NA,NA,27.3,9.7,56.6,24.2,NA,TRUE,FALSE
detections,2021-W31,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,3,NA,NA,NA,27.3,9.7,56.6,21.8,NA,TRUE,FALSE
detections,2021-W31,week,CH,country,other,all,all,positive,pcr,2,NA,NA,NA,18.2,5.1,47.7,7.7,NA,TRUE,FALSE
samples,2021-W31,week,CH,country,all,all,all,negative,pcr,4,NA,NA,NA,NA,NA,NA,NA,36.4,TRUE,FALSE
samples,2021-W31,week,CH,country,any,all,all,positive,pcr,7,NA,NA,NA,NA,NA,NA,NA,63.6,TRUE,FALSE
samples,2021-W31,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W32,week,CH,country,sars-cov-2,all,all,positive,pcr,5,NA,NA,NA,23.8,10.6,45.1,22,NA,TRUE,TRUE
detections,2021-W32,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,15.5,0,NA,TRUE,FALSE
detections,2021-W32,week,CH,country,adenovirus,all,all,positive,pcr,3,NA,NA,NA,14.3,5,34.6,7.8,NA,TRUE,FALSE
detections,2021-W32,week,CH,country,rhinovirus,all,all,positive,pcr,6,NA,NA,NA,28.6,13.8,50,25,NA,TRUE,FALSE
detections,2021-W32,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,1,NA,NA,NA,4.8,0.2,22.7,17.1,NA,TRUE,FALSE
detections,2021-W32,week,CH,country,other,all,all,positive,pcr,1,NA,NA,NA,4.8,0.2,22.7,10.2,NA,TRUE,FALSE
samples,2021-W32,week,CH,country,all,all,all,negative,pcr,9,NA,NA,NA,NA,NA,NA,NA,42.9,TRUE,FALSE
samples,2021-W32,week,CH,country,any,all,all,positive,pcr,12,NA,NA,NA,NA,NA,NA,NA,57.1,TRUE,FALSE
samples,2021-W32,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W33,week,CH,country,sars-cov-2,all,all,positive,pcr,11,NA,NA,NA,42.3,25.5,61.1,29.1,NA,TRUE,TRUE
detections,2021-W33,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,12.9,0,NA,TRUE,FALSE
detections,2021-W33,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,12.9,4.8,NA,TRUE,FALSE
detections,2021-W33,week,CH,country,rhinovirus,all,all,positive,pcr,5,NA,NA,NA,19.2,8.5,37.9,22,NA,TRUE,FALSE
detections,2021-W33,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,5,NA,NA,NA,19.2,8.5,37.9,11,NA,TRUE,FALSE
detections,2021-W33,week,CH,country,other,all,all,positive,pcr,2,NA,NA,NA,7.7,2.1,24.1,8.2,NA,TRUE,FALSE
samples,2021-W33,week,CH,country,all,all,all,negative,pcr,6,NA,NA,NA,NA,NA,NA,NA,23.1,TRUE,FALSE
samples,2021-W33,week,CH,country,any,all,all,positive,pcr,20,NA,NA,NA,NA,NA,NA,NA,76.9,TRUE,FALSE
samples,2021-W33,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W34,week,CH,country,sars-cov-2,all,all,positive,pcr,7,NA,NA,NA,21.2,10.7,37.8,22.8,NA,TRUE,TRUE
detections,2021-W34,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,10.4,0,NA,TRUE,FALSE
detections,2021-W34,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,10.4,0,NA,TRUE,FALSE
detections,2021-W34,week,CH,country,rhinovirus,all,all,positive,pcr,6,NA,NA,NA,18.2,8.6,34.4,29.9,NA,TRUE,FALSE
detections,2021-W34,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,3,NA,NA,NA,9.1,3.1,23.6,12.6,NA,TRUE,FALSE
detections,2021-W34,week,CH,country,other,all,all,positive,pcr,4,NA,NA,NA,12.1,4.8,27.3,9.8,NA,TRUE,FALSE
samples,2021-W34,week,CH,country,all,all,all,negative,pcr,16,NA,NA,NA,NA,NA,NA,NA,48.5,TRUE,FALSE
samples,2021-W34,week,CH,country,any,all,all,positive,pcr,17,NA,NA,NA,NA,NA,NA,NA,51.5,TRUE,FALSE
samples,2021-W34,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W35,week,CH,country,sars-cov-2,all,all,positive,pcr,1,NA,NA,NA,4.8,0.2,22.7,12.4,NA,TRUE,TRUE
detections,2021-W35,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,15.5,0,NA,TRUE,FALSE
detections,2021-W35,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,15.5,0,NA,TRUE,FALSE
detections,2021-W35,week,CH,country,rhinovirus,all,all,positive,pcr,11,NA,NA,NA,52.4,32.4,71.7,35.9,NA,TRUE,FALSE
detections,2021-W35,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,2,NA,NA,NA,9.5,2.7,28.9,6.2,NA,TRUE,FALSE
detections,2021-W35,week,CH,country,other,all,all,positive,pcr,2,NA,NA,NA,9.5,2.7,28.9,12.1,NA,TRUE,FALSE
samples,2021-W35,week,CH,country,all,all,all,negative,pcr,6,NA,NA,NA,NA,NA,NA,NA,28.6,TRUE,FALSE
samples,2021-W35,week,CH,country,any,all,all,positive,pcr,15,NA,NA,NA,NA,NA,NA,NA,71.4,TRUE,FALSE
samples,2021-W35,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W36,week,CH,country,sars-cov-2,all,all,positive,pcr,3,NA,NA,NA,11.1,3.9,28.1,11.8,NA,TRUE,TRUE
detections,2021-W36,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,12.5,0,NA,TRUE,FALSE
detections,2021-W36,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,12.5,0,NA,TRUE,FALSE
detections,2021-W36,week,CH,country,rhinovirus,all,all,positive,pcr,10,NA,NA,NA,37,21.5,55.8,44.9,NA,TRUE,FALSE
detections,2021-W36,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,12.5,4.2,NA,TRUE,FALSE
detections,2021-W36,week,CH,country,other,all,all,positive,pcr,4,NA,NA,NA,14.8,5.9,32.5,8.1,NA,TRUE,FALSE
samples,2021-W36,week,CH,country,all,all,all,negative,pcr,10,NA,NA,NA,NA,NA,NA,NA,37,TRUE,FALSE
samples,2021-W36,week,CH,country,any,all,all,positive,pcr,17,NA,NA,NA,NA,NA,NA,NA,63,TRUE,FALSE
samples,2021-W36,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W37,week,CH,country,sars-cov-2,all,all,positive,pcr,6,NA,NA,NA,19.4,9.2,36.3,13.7,NA,TRUE,TRUE
detections,2021-W37,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,11,0,NA,TRUE,FALSE
detections,2021-W37,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,11,0,NA,TRUE,FALSE
detections,2021-W37,week,CH,country,rhinovirus,all,all,positive,pcr,14,NA,NA,NA,45.2,29.2,62.2,44.1,NA,TRUE,FALSE
detections,2021-W37,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,1,NA,NA,NA,3.2,0.2,16.2,1.1,NA,TRUE,FALSE
detections,2021-W37,week,CH,country,other,all,all,positive,pcr,0,NA,NA,NA,0,0,11,10.2,NA,TRUE,FALSE
samples,2021-W37,week,CH,country,all,all,all,negative,pcr,11,NA,NA,NA,NA,NA,NA,NA,35.5,TRUE,FALSE
samples,2021-W37,week,CH,country,any,all,all,positive,pcr,20,NA,NA,NA,NA,NA,NA,NA,64.5,TRUE,FALSE
samples,2021-W37,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W38,week,CH,country,sars-cov-2,all,all,positive,pcr,4,NA,NA,NA,10.5,4.2,24.1,11.6,NA,TRUE,TRUE
detections,2021-W38,week,CH,country,influenza,all,all,positive,pcr,0,NA,NA,NA,0,0,9.2,0,NA,TRUE,FALSE
detections,2021-W38,week,CH,country,adenovirus,all,all,positive,pcr,0,NA,NA,NA,0,0,9.2,0,NA,TRUE,FALSE
detections,2021-W38,week,CH,country,rhinovirus,all,all,positive,pcr,19,NA,NA,NA,50,34.8,65.2,50.8,NA,TRUE,FALSE
detections,2021-W38,week,CH,country,respiratory_syncytial_virus,all,all,positive,pcr,0,NA,NA,NA,0,0,9.2,1.1,NA,TRUE,FALSE
detections,2021-W38,week,CH,country,other,all,all,positive,pcr,6,NA,NA,NA,15.8,7.4,30.4,5.3,NA,TRUE,FALSE
samples,2021-W38,week,CH,country,all,all,all,negative,pcr,10,NA,NA,NA,NA,NA,NA,NA,26.3,TRUE,FALSE
samples,2021-W38,week,CH,country,any,all,all,positive,pcr,28,NA,NA,NA,NA,NA,NA,NA,73.7,TRUE,FALSE
samples,2021-W38,week,CH,country,all,all,all,unknown,pcr,0,NA,NA,NA,NA,NA,NA,NA,0,TRUE,FALSE
detections,2021-W39,week,CH,country,sars-cov-2,all,all,positive,pcr,1,NA,NA,NA,4.8,0.2,22.7,7.7,NA,TRUE,TRUE
