valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2021-W34,week,CH,country,5 - 14,agegroup_ili_ari,all,2324.6,23221.1,1035.8,262.69,5.89,17.4,rising,TRUE
consultations,2021-W34,week,CH,country,65+,agegroup_ili_ari,all,903.9,36926.5,3844,54.16,0.52,6.8,stagnant,TRUE
consultations,2021-W35,week,CH,country,0 - 4,agegroup_ili_ari,all,448.2,12774.4,1095.1,101.77,1.19,3.2,stagnant,TRUE
consultations,2021-W35,week,CH,country,15 - 29,agegroup_ili_ari,all,3581.9,31736.3,1251.1,245.78,6.23,25.3,stagnant,TRUE
consultations,2021-W35,week,CH,country,30 - 64,agegroup_ili_ari,all,5371.4,90210.7,4456.8,124.15,2.51,38,stagnant,TRUE
consultations,2021-W35,week,CH,country,5 - 14,agegroup_ili_ari,all,3690.6,24697,1140,417.05,9.03,26.1,rising,TRUE
consultations,2021-W35,week,CH,country,65+,agegroup_ili_ari,all,1049.4,34988,3680.9,62.88,0.6,7.4,rising,TRUE
consultations,2021-W36,week,CH,country,0 - 4,agegroup_ili_ari,all,769.3,12595.4,1077.5,174.67,2.04,4.7,rising,TRUE
consultations,2021-W36,week,CH,country,15 - 29,agegroup_ili_ari,all,4002.7,32404.5,1250.5,274.65,7.12,24.6,rising,TRUE
consultations,2021-W36,week,CH,country,30 - 64,agegroup_ili_ari,all,6039.8,92406,4457.3,139.6,2.89,37.2,stagnant,TRUE
consultations,2021-W36,week,CH,country,5 - 14,agegroup_ili_ari,all,4279.7,24398.6,1141.2,483.63,10.34,26.3,rising,TRUE
consultations,2021-W36,week,CH,country,65+,agegroup_ili_ari,all,1159.7,35975.1,3718.4,69.49,0.67,7.1,rising,TRUE
consultations,2021-W37,week,CH,country,0 - 4,agegroup_ili_ari,all,638.2,12423.5,1142.7,144.89,1.58,4,stagnant,TRUE
consultations,2021-W37,week,CH,country,15 - 29,agegroup_ili_ari,all,4272.9,35130.2,1383.9,293.19,7.44,26.8,stagnant,TRUE
consultations,2021-W37,week,CH,country,30 - 64,agegroup_ili_ari,all,5769,101992.2,5053.3,133.34,2.69,36.2,stagnant,TRUE
consultations,2021-W37,week,CH,country,5 - 14,agegroup_ili_ari,all,3716.2,24526.7,1197.7,419.95,8.6,23.3,stagnant,TRUE
consultations,2021-W37,week,CH,country,65+,agegroup_ili_ari,all,1553.9,39738.5,4210.3,93.11,0.88,9.7,rising,TRUE
consultations,2021-W38,week,CH,country,0 - 4,agegroup_ili_ari,all,697.3,12001.5,1032.5,158.31,1.84,5.8,stagnant,TRUE
consultations,2021-W38,week,CH,country,15 - 29,agegroup_ili_ari,all,3113.5,34638.1,1365.1,213.64,5.42,25.8,falling,TRUE
consultations,2021-W38,week,CH,country,30 - 64,agegroup_ili_ari,all,4638.9,101659.4,5019.1,107.22,2.17,38.4,falling,TRUE
consultations,2021-W38,week,CH,country,5 - 14,agegroup_ili_ari,all,2281.4,23660.8,1097.5,257.81,5.56,18.9,falling,TRUE
consultations,2021-W38,week,CH,country,65+,agegroup_ili_ari,all,1349.8,39564.3,4170.8,80.88,0.77,11.2,stagnant,TRUE
consultations,2021-W39,week,CH,country,0 - 4,agegroup_ili_ari,all,603.1,12414.8,1043.6,136.93,1.63,6,stagnant,TRUE
consultations,2021-W39,week,CH,country,15 - 29,agegroup_ili_ari,all,2899,33178.7,1306.5,198.92,5.05,28.8,stagnant,TRUE
consultations,2021-W39,week,CH,country,30 - 64,agegroup_ili_ari,all,3875.3,96016.3,4806.4,89.57,1.79,38.5,falling,TRUE
consultations,2021-W39,week,CH,country,5 - 14,agegroup_ili_ari,all,1598.5,24357.3,1108.3,180.64,3.97,15.9,falling,TRUE
consultations,2021-W39,week,CH,country,65+,agegroup_ili_ari,all,1080.4,37069.1,3931.2,64.74,0.61,10.7,falling,TRUE
consultations,2021-W40,week,CH,country,0 - 4,agegroup_ili_ari,all,822,12324.5,937.5,186.62,2.45,8.9,rising,TRUE
consultations,2021-W40,week,CH,country,15 - 29,agegroup_ili_ari,all,2562.2,32422.2,1138.3,175.81,5.01,27.7,falling,TRUE
consultations,2021-W40,week,CH,country,30 - 64,agegroup_ili_ari,all,3803.4,93274.2,4191.1,87.91,1.96,41.1,stagnant,TRUE
consultations,2021-W40,week,CH,country,5 - 14,agegroup_ili_ari,all,1183.6,23925.1,966.2,133.75,3.31,12.8,falling,TRUE
consultations,2021-W40,week,CH,country,65+,agegroup_ili_ari,all,879.7,36047.8,3464.9,52.71,0.55,9.5,falling,TRUE
consultations,2021-W41,week,CH,country,0 - 4,agegroup_ili_ari,all,308.3,12857.1,890.5,70,1.01,4.1,falling,TRUE
consultations,2021-W41,week,CH,country,15 - 29,agegroup_ili_ari,all,2294.8,31119.9,964.5,157.46,5.08,30.2,falling,TRUE
consultations,2021-W41,week,CH,country,30 - 64,agegroup_ili_ari,all,3538.6,88028.9,3485.8,81.79,2.07,46.5,stagnant,TRUE
consultations,2021-W41,week,CH,country,5 - 14,agegroup_ili_ari,all,888.1,24910.5,890.4,100.36,2.81,11.7,falling,TRUE
consultations,2021-W41,week,CH,country,65+,agegroup_ili_ari,all,577.3,34690.9,2951.8,34.59,0.41,7.6,falling,TRUE
consultations,2021-W42,week,CH,country,0 - 4,agegroup_ili_ari,all,390.8,13524.3,1088.3,88.73,1.1,4.3,stagnant,TRUE
consultations,2021-W42,week,CH,country,15 - 29,agegroup_ili_ari,all,2119.3,33008.8,1194.8,145.42,4.02,23.2,stagnant,TRUE
consultations,2021-W42,week,CH,country,30 - 64,agegroup_ili_ari,all,4186.8,94037.3,4259.4,96.77,2.14,45.9,rising,TRUE
consultations,2021-W42,week,CH,country,5 - 14,agegroup_ili_ari,all,1422.2,26134,1118,160.71,3.76,15.6,rising,TRUE
consultations,2021-W42,week,CH,country,65+,agegroup_ili_ari,all,998.8,36758.6,3537.5,59.85,0.62,11,rising,TRUE
consultations,2021-W43,week,CH,country,0 - 4,agegroup_ili_ari,all,372.7,10636.2,892.9,84.62,1.01,2.8,stagnant,TRUE
consultations,2021-W43,week,CH,country,15 - 29,agegroup_ili_ari,all,3281.9,32416.4,1361.3,225.19,5.36,24.6,rising,TRUE
consultations,2021-W43,week,CH,country,30 - 64,agegroup_ili_ari,all,6099.1,96475.8,5157.1,140.97,2.64,45.8,rising,TRUE
consultations,2021-W43,week,CH,country,5 - 14,agegroup_ili_ari,all,2279.5,20962.5,969.4,257.6,5.57,17.1,rising,TRUE
consultations,2021-W43,week,CH,country,65+,agegroup_ili_ari,all,1285.9,37639.3,4289.2,77.05,0.68,9.7,rising,TRUE
consultations,2021-W44,week,CH,country,0 - 4,agegroup_ili_ari,all,976.3,12180.7,1062.5,221.66,2.54,6.5,rising,TRUE
consultations,2021-W44,week,CH,country,15 - 29,agegroup_ili_ari,all,3599.4,33200.6,1349.5,246.98,6.08,24,stagnant,TRUE
consultations,2021-W44,week,CH,country,30 - 64,agegroup_ili_ari,all,5189.6,95877.1,4952.7,119.95,2.32,34.5,stagnant,TRUE
consultations,2021-W44,week,CH,country,5 - 14,agegroup_ili_ari,all,3359.6,23705.9,1105.1,379.65,8.14,22.4,rising,TRUE
consultations,2021-W44,week,CH,country,65+,agegroup_ili_ari,all,1896.2,36966.8,4033.2,113.62,1.04,12.6,rising,TRUE
consultations,2021-W45,week,CH,country,0 - 4,agegroup_ili_ari,all,904.9,12168.7,1185,205.44,2.11,4.7,stagnant,TRUE
consultations,2021-W45,week,CH,country,15 - 29,agegroup_ili_ari,all,4240.1,32996,1435.8,290.94,6.69,22.1,rising,TRUE
consultations,2021-W45,week,CH,country,30 - 64,agegroup_ili_ari,all,6874.4,95033.9,5193.9,158.89,2.91,35.8,rising,TRUE
consultations,2021-W45,week,CH,country,5 - 14,agegroup_ili_ari,all,4365.1,23718.7,1237.3,493.28,9.46,22.8,rising,TRUE
consultations,2021-W45,week,CH,country,65+,agegroup_ili_ari,all,2802.7,36917.9,4313,167.94,1.44,14.6,rising,TRUE
consultations,2021-W46,week,CH,country,0 - 4,agegroup_ili_ari,all,1283.2,12700.1,1274,291.34,2.9,5.7,rising,TRUE
consultations,2021-W46,week,CH,country,15 - 29,agegroup_ili_ari,all,4915.1,33801.7,1476.1,337.26,7.72,21.7,rising,TRUE
consultations,2021-W46,week,CH,country,30 - 64,agegroup_ili_ari,all,9598.8,97360.8,5292.7,221.86,4.08,42.5,rising,TRUE
consultations,2021-W46,week,CH,country,5 - 14,agegroup_ili_ari,all,4470.1,24745.4,1318.9,505.14,9.48,19.8,stagnant,TRUE
consultations,2021-W46,week,CH,country,65+,agegroup_ili_ari,all,2336.6,37853.6,4388.3,140.01,1.21,10.3,stagnant,TRUE
consultations,2021-W47,week,CH,country,0 - 4,agegroup_ili_ari,all,2027.8,12814.8,1324.8,460.4,4.45,6.7,rising,TRUE
consultations,2021-W47,week,CH,country,15 - 29,agegroup_ili_ari,all,6294.5,33803.2,1470.6,431.91,9.93,20.8,rising,TRUE
consultations,2021-W47,week,CH,country,30 - 64,agegroup_ili_ari,all,12549.9,97563.1,5205.3,290.07,5.44,41.4,rising,TRUE
consultations,2021-W47,week,CH,country,5 - 14,agegroup_ili_ari,all,5647.6,24913.6,1372.5,638.21,11.58,18.6,rising,TRUE
consultations,2021-W47,week,CH,country,65+,agegroup_ili_ari,all,3789,37878.9,4309.8,227.04,2,12.5,rising,TRUE
consultations,2021-W48,week,CH,country,0 - 4,agegroup_ili_ari,all,2198.7,12620.1,1338.6,499.2,4.71,6.3,stagnant,TRUE
consultations,2021-W48,week,CH,country,15 - 29,agegroup_ili_ari,all,5756.3,34432,1474,394.98,9.23,16.6,stagnant,TRUE
consultations,2021-W48,week,CH,country,30 - 64,agegroup_ili_ari,all,14993.9,99837.7,5257,346.56,6.58,43.2,rising,TRUE
consultations,2021-W48,week,CH,country,5 - 14,agegroup_ili_ari,all,8268.3,24615.8,1365.5,934.36,16.84,23.8,rising,TRUE
consultations,2021-W48,week,CH,country,65+,agegroup_ili_ari,all,3491.9,38711.6,4334.9,209.24,1.87,10.1,stagnant,TRUE
consultations,2021-W49,week,CH,country,0 - 4,agegroup_ili_ari,all,2155.5,12668.9,1352.9,489.39,4.58,6.9,stagnant,TRUE
consultations,2021-W49,week,CH,country,15 - 29,agegroup_ili_ari,all,5756.6,35190,1538.1,395,9.04,18.4,stagnant,TRUE
consultations,2021-W49,week,CH,country,30 - 64,agegroup_ili_ari,all,13157.3,102266.1,5488.9,304.11,5.67,42.1,stagnant,TRUE
consultations,2021-W49,week,CH,country,5 - 14,agegroup_ili_ari,all,6859.5,24769.2,1396.9,775.16,13.74,21.9,stagnant,TRUE
consultations,2021-W49,week,CH,country,65+,agegroup_ili_ari,all,3355.9,39783.4,4548.1,201.09,1.76,10.7,stagnant,TRUE
consultations,2021-W50,week,CH,country,0 - 4,agegroup_ili_ari,all,2868.7,11822.3,1306,651.31,5.9,10.1,rising,TRUE
consultations,2021-W50,week,CH,country,15 - 29,agegroup_ili_ari,all,4956.1,35580.5,1598.5,340.07,7.57,17.4,falling,TRUE
consultations,2021-W50,week,CH,country,30 - 64,agegroup_ili_ari,all,11173.2,104935.3,5862.2,258.25,4.62,39.3,falling,TRUE
consultations,2021-W50,week,CH,country,5 - 14,agegroup_ili_ari,all,6290.5,23352.2,1347.3,710.86,12.32,22.1,stagnant,TRUE
consultations,2021-W50,week,CH,country,65+,agegroup_ili_ari,all,3143.8,40875.6,4854.1,188.38,1.59,11.1,stagnant,TRUE
consultations,2021-W51,week,CH,country,0 - 4,agegroup_ili_ari,all,2984.7,8706.6,986.1,677.64,5.98,10.6,stagnant,TRUE
consultations,2021-W51,week,CH,country,15 - 29,agegroup_ili_ari,all,4918,24299.4,1088.5,337.46,7.53,17.5,stagnant,TRUE
consultations,2021-W51,week,CH,country,30 - 64,agegroup_ili_ari,all,11375.7,71120.7,3943.6,262.93,4.74,40.5,stagnant,TRUE
consultations,2021-W51,week,CH,country,5 - 14,agegroup_ili_ari,all,5029,17068.4,980.2,568.3,9.9,17.9,falling,TRUE
consultations,2021-W51,week,CH,country,65+,agegroup_ili_ari,all,3792.8,27720.8,3278.6,227.27,1.92,13.5,rising,TRUE
consultations,2021-W52,week,CH,country,0 - 4,agegroup_ili_ari,all,1909.8,9455.6,470.8,433.61,8.71,8.9,falling,TRUE
consultations,2021-W52,week,CH,country,15 - 29,agegroup_ili_ari,all,3491,30057.7,602.2,239.54,11.96,16.4,falling,TRUE
consultations,2021-W52,week,CH,country,30 - 64,agegroup_ili_ari,all,11015.3,89159.1,2270.5,254.6,10,51.6,stagnant,TRUE
consultations,2021-W52,week,CH,country,5 - 14,agegroup_ili_ari,all,2168.5,18771.6,461.6,245.05,9.96,10.2,falling,TRUE
consultations,2021-W52,week,CH,country,65+,agegroup_ili_ari,all,2758.5,35089.6,1935.9,165.29,3,12.9,falling,TRUE
consultations,2022-W01,week,CH,country,0 - 4,agegroup_ili_ari,all,1642.7,9831,657,376.36,5.63,5.6,falling,TRUE
consultations,2022-W01,week,CH,country,15 - 29,agegroup_ili_ari,all,8119.5,43456.5,1178.2,556.88,20.54,27.6,rising,TRUE
consultations,2022-W01,week,CH,country,30 - 64,agegroup_ili_ari,all,12599.9,135803.7,4287,288.65,9.14,42.9,stagnant,TRUE
consultations,2022-W01,week,CH,country,5 - 14,agegroup_ili_ari,all,4528.4,20776,697.9,505.39,15.05,15.4,stagnant,TRUE
consultations,2022-W01,week,CH,country,65+,agegroup_ili_ari,all,2504.1,52936.1,3550,147.35,2.2,8.5,falling,TRUE
consultations,2022-W02,week,CH,country,0 - 4,agegroup_ili_ari,all,3719.7,10208.5,1156.2,852.23,7.52,8.4,rising,TRUE
consultations,2022-W02,week,CH,country,15 - 29,agegroup_ili_ari,all,9456.8,33456.7,1482.9,648.6,14.63,21.4,rising,TRUE
consultations,2022-W02,week,CH,country,30 - 64,agegroup_ili_ari,all,19424.3,100001.5,5158.8,444.99,8.63,44.1,rising,TRUE
consultations,2022-W02,week,CH,country,5 - 14,agegroup_ili_ari,all,6993.1,21013.4,1192.1,780.45,13.76,15.9,rising,TRUE
consultations,2022-W02,week,CH,country,65+,agegroup_ili_ari,all,4500.9,39267.8,4357.1,264.85,2.39,10.2,rising,TRUE
consultations,2022-W03,week,CH,country,0 - 4,agegroup_ili_ari,all,3916.8,9917.9,1170,897.37,7.61,8.5,stagnant,TRUE
consultations,2022-W03,week,CH,country,15 - 29,agegroup_ili_ari,all,9935,31112.6,1405.2,681.4,15.09,21.5,stagnant,TRUE
consultations,2022-W03,week,CH,country,30 - 64,agegroup_ili_ari,all,19763.5,92544.4,4814.4,452.76,8.7,42.8,stagnant,TRUE
consultations,2022-W03,week,CH,country,5 - 14,agegroup_ili_ari,all,9469.2,20344.5,1197.5,1056.79,17.95,20.5,rising,TRUE
consultations,2022-W03,week,CH,country,65+,agegroup_ili_ari,all,3126.9,36413,4078,184,1.64,6.8,stagnant,TRUE
consultations,2022-W04,week,CH,country,0 - 4,agegroup_ili_ari,all,4704.8,9277.2,1120.9,1077.91,8.92,10.6,rising,TRUE
consultations,2022-W04,week,CH,country,15 - 29,agegroup_ili_ari,all,6971.1,32418.3,1428.3,478.12,10.85,15.8,falling,TRUE
consultations,2022-W04,week,CH,country,30 - 64,agegroup_ili_ari,all,18509,97873.2,4953.1,424.02,8.38,41.9,stagnant,TRUE
consultations,2022-W04,week,CH,country,5 - 14,agegroup_ili_ari,all,10209.8,19307.6,1167.4,1139.45,18.84,23.1,stagnant,TRUE
consultations,2022-W04,week,CH,country,65+,agegroup_ili_ari,all,3807.7,38383.3,4169.3,224.06,2.06,8.6,stagnant,TRUE
consultations,2022-W05,week,CH,country,0 - 4,agegroup_ili_ari,all,3689.2,9701.4,1170.7,845.24,7,10.1,stagnant,TRUE
consultations,2022-W05,week,CH,country,15 - 29,agegroup_ili_ari,all,6666.7,30618.5,1327.9,457.24,10.54,18.2,stagnant,TRUE
consultations,2022-W05,week,CH,country,30 - 64,agegroup_ili_ari,all,15092.8,90814.1,4476.9,345.76,7.01,41.1,falling,TRUE
consultations,2022-W05,week,CH,country,5 - 14,agegroup_ili_ari,all,8478.7,19973.6,1198.3,946.25,15.77,23.1,falling,TRUE
consultations,2022-W05,week,CH,country,65+,agegroup_ili_ari,all,2773.5,35539.1,3757.2,163.2,1.54,7.6,falling,TRUE
consultations,2022-W06,week,CH,country,0 - 4,agegroup_ili_ari,all,2576.9,9146.3,1129.3,590.4,4.78,9.1,falling,TRUE
consultations,2022-W06,week,CH,country,15 - 29,agegroup_ili_ari,all,4747,31021.9,1323.7,325.58,7.63,16.7,falling,TRUE
consultations,2022-W06,week,CH,country,30 - 64,agegroup_ili_ari,all,12547.1,93236.4,4503.3,287.44,5.95,44.3,falling,TRUE
consultations,2022-W06,week,CH,country,5 - 14,agegroup_ili_ari,all,5444.1,18927.5,1164.1,607.58,9.88,19.2,falling,TRUE
consultations,2022-W06,week,CH,country,65+,agegroup_ili_ari,all,3036.7,36376.2,3739.6,178.69,1.74,10.7,stagnant,TRUE
consultations,2022-W07,week,CH,country,0 - 4,agegroup_ili_ari,all,1887,9946.2,1160.3,432.33,3.71,8.5,falling,TRUE
consultations,2022-W07,week,CH,country,15 - 29,agegroup_ili_ari,all,4126.7,31445.1,1320.5,283.03,6.74,18.5,falling,TRUE
consultations,2022-W07,week,CH,country,30 - 64,agegroup_ili_ari,all,9261.9,93787.8,4470.2,212.18,4.45,41.6,falling,TRUE
consultations,2022-W07,week,CH,country,5 - 14,agegroup_ili_ari,all,4636.6,20484.6,1190.5,517.46,8.9,20.8,falling,TRUE
consultations,2022-W07,week,CH,country,65+,agegroup_ili_ari,all,2352.7,36839,3767.6,138.44,1.35,10.6,falling,TRUE
consultations,2022-W08,week,CH,country,0 - 4,agegroup_ili_ari,all,1805.7,8701.7,957.8,413.71,3.76,9.7,stagnant,TRUE
consultations,2022-W08,week,CH,country,15 - 29,agegroup_ili_ari,all,4304.8,29127.9,1226.2,295.25,7.01,23.2,stagnant,TRUE
consultations,2022-W08,week,CH,country,30 - 64,agegroup_ili_ari,all,7712.7,87726,4277.2,176.69,3.62,41.6,falling,TRUE
consultations,2022-W08,week,CH,country,5 - 14,agegroup_ili_ari,all,2881.6,18034.6,1010.4,321.6,5.74,15.5,falling,TRUE
consultations,2022-W08,week,CH,country,65+,agegroup_ili_ari,all,1828.1,34396.7,3597.4,107.57,1.03,9.9,falling,TRUE
consultations,2022-W09,week,CH,country,0 - 4,agegroup_ili_ari,all,1563.7,8652.6,939.5,358.27,3.3,6.4,falling,TRUE
consultations,2022-W09,week,CH,country,15 - 29,agegroup_ili_ari,all,5982.6,29245.7,1205.5,410.32,9.95,24.4,rising,TRUE
consultations,2022-W09,week,CH,country,30 - 64,agegroup_ili_ari,all,11514.7,87950.1,4156.1,263.79,5.58,46.9,rising,TRUE
consultations,2022-W09,week,CH,country,5 - 14,agegroup_ili_ari,all,2542,17624.1,940.4,283.7,5.32,10.4,falling,TRUE
consultations,2022-W09,week,CH,country,65+,agegroup_ili_ari,all,2956.8,34485,3486.5,173.99,1.72,12,rising,TRUE
consultations,2022-W10,week,CH,country,0 - 4,agegroup_ili_ari,all,1398.9,9672.3,1065.3,320.5,2.91,4.5,falling,TRUE
consultations,2022-W10,week,CH,country,15 - 29,agegroup_ili_ari,all,6927.4,32623.7,1365.5,475.12,11.35,22.3,rising,TRUE
consultations,2022-W10,week,CH,country,30 - 64,agegroup_ili_ari,all,15207.6,97880.1,4741.6,348.39,7.19,49,rising,TRUE
consultations,2022-W10,week,CH,country,5 - 14,agegroup_ili_ari,all,2635.4,20059.6,1101.9,294.12,5.35,8.5,stagnant,TRUE
consultations,2022-W10,week,CH,country,65+,agegroup_ili_ari,all,4892.5,38208.9,3953.7,287.89,2.78,15.8,rising,TRUE
consultations,2022-W11,week,CH,country,0 - 4,agegroup_ili_ari,all,2014.6,10182.8,1187.5,461.56,3.96,6.1,rising,TRUE
consultations,2022-W11,week,CH,country,15 - 29,agegroup_ili_ari,all,8307.2,32294.6,1412.4,569.76,13.03,25,rising,TRUE
consultations,2022-W11,week,CH,country,30 - 64,agegroup_ili_ari,all,13522.3,95873,4819.2,309.78,6.16,40.7,stagnant,TRUE
consultations,2022-W11,week,CH,country,5 - 14,agegroup_ili_ari,all,4551.9,20865.6,1216.5,508.01,8.71,13.7,rising,TRUE
consultations,2022-W11,week,CH,country,65+,agegroup_ili_ari,all,4806,37482.5,4030.5,282.8,2.63,14.5,stagnant,TRUE
consultations,2022-W12,week,CH,country,0 - 4,agegroup_ili_ari,all,1392.6,10029.3,1118,319.07,2.86,4.9,stagnant,TRUE
consultations,2022-W12,week,CH,country,15 - 29,agegroup_ili_ari,all,4748.8,32852,1376.7,325.7,7.77,16.7,falling,TRUE
consultations,2022-W12,week,CH,country,30 - 64,agegroup_ili_ari,all,12958.3,97687.8,4697.4,296.86,6.17,45.4,stagnant,TRUE
consultations,2022-W12,week,CH,country,5 - 14,agegroup_ili_ari,all,4609.3,20606.2,1139.1,514.41,9.31,16.2,stagnant,TRUE
consultations,2022-W12,week,CH,country,65+,agegroup_ili_ari,all,4811.9,38141.7,3919.8,283.15,2.76,16.9,stagnant,TRUE
consultations,2022-W13,week,CH,country,0 - 4,agegroup_ili_ari,all,1141.3,13002.4,1306,261.49,2.6,5.8,falling,TRUE
consultations,2022-W13,week,CH,country,15 - 29,agegroup_ili_ari,all,4355.1,36826.7,1456.2,298.7,7.55,22.3,stagnant,TRUE
consultations,2022-W13,week,CH,country,30 - 64,agegroup_ili_ari,all,7087.6,107161.8,4878.5,162.37,3.57,36.3,falling,TRUE
consultations,2022-W13,week,CH,country,5 - 14,agegroup_ili_ari,all,3571.6,26342.1,1324,398.6,7.93,18.3,falling,TRUE
consultations,2022-W13,week,CH,country,65+,agegroup_ili_ari,all,3378.8,41747,4054.3,198.82,2.05,17.3,falling,TRUE
consultations,2022-W14,week,CH,country,0 - 4,agegroup_ili_ari,all,866.7,12590,1209.7,198.57,2.07,6.8,falling,TRUE
consultations,2022-W14,week,CH,country,15 - 29,agegroup_ili_ari,all,2522.1,35842.3,1365.5,172.98,4.54,19.9,falling,TRUE
consultations,2022-W14,week,CH,country,30 - 64,agegroup_ili_ari,all,5538.5,104819.6,4616.2,126.88,2.88,43.8,falling,TRUE
consultations,2022-W14,week,CH,country,5 - 14,agegroup_ili_ari,all,1953.8,25682.1,1240.4,218.05,4.51,15.4,falling,TRUE
consultations,2022-W14,week,CH,country,65+,agegroup_ili_ari,all,1777.9,41102.8,3889.2,104.62,1.11,14,falling,TRUE
consultations,2022-W15,week,CH,country,0 - 4,agegroup_ili_ari,all,1050.8,9553.5,873.7,240.75,2.63,7.8,stagnant,TRUE
consultations,2022-W15,week,CH,country,15 - 29,agegroup_ili_ari,all,2128.1,28090.7,1047.2,145.96,3.92,15.9,falling,TRUE
consultations,2022-W15,week,CH,country,30 - 64,agegroup_ili_ari,all,5486.1,82748,3593.8,125.68,2.89,40.9,stagnant,TRUE
consultations,2022-W15,week,CH,country,5 - 14,agegroup_ili_ari,all,1980.9,19450.7,894.8,221.07,4.81,14.8,stagnant,TRUE
consultations,2022-W15,week,CH,country,65+,agegroup_ili_ari,all,2779.2,32407.7,3014.4,163.54,1.76,20.7,stagnant,TRUE
consultations,2022-W16,week,CH,country,0 - 4,agegroup_ili_ari,all,793.9,8796.3,742.2,181.89,2.16,7.7,stagnant,TRUE
consultations,2022-W16,week,CH,country,15 - 29,agegroup_ili_ari,all,1989.6,22716.9,800.7,136.46,3.87,19.4,stagnant,TRUE
consultations,2022-W16,week,CH,country,30 - 64,agegroup_ili_ari,all,4543.7,65326.3,2635.5,104.09,2.58,44.3,falling,TRUE
consultations,2022-W16,week,CH,country,5 - 14,agegroup_ili_ari,all,661.5,17607,748.2,73.83,1.74,6.4,falling,TRUE
consultations,2022-W16,week,CH,country,65+,agegroup_ili_ari,all,2270.8,25445.6,2192.5,133.62,1.55,22.1,stagnant,TRUE
consultations,2022-W17,week,CH,country,0 - 4,agegroup_ili_ari,all,886.6,11323.4,1025.9,203.12,2.24,11.9,stagnant,TRUE
consultations,2022-W17,week,CH,country,15 - 29,agegroup_ili_ari,all,1440.5,32387.8,1200.6,98.8,2.67,19.3,falling,TRUE
consultations,2022-W17,week,CH,country,30 - 64,agegroup_ili_ari,all,3247.6,95433.6,4096.7,74.4,1.73,43.5,falling,TRUE
consultations,2022-W17,week,CH,country,5 - 14,agegroup_ili_ari,all,660.6,23060.8,1053.5,73.72,1.61,8.9,stagnant,TRUE
consultations,2022-W17,week,CH,country,65+,agegroup_ili_ari,all,1222.6,37530.3,3459.3,71.94,0.78,16.4,falling,TRUE
consultations,2022-W18,week,CH,country,0 - 4,agegroup_ili_ari,all,867.6,11571.4,1043.1,198.77,2.2,12.8,stagnant,TRUE
consultations,2022-W18,week,CH,country,15 - 29,agegroup_ili_ari,all,1506.1,33883.3,1257.7,103.3,2.78,22.3,stagnant,TRUE
consultations,2022-W18,week,CH,country,30 - 64,agegroup_ili_ari,all,2279.9,99566.7,4301.4,52.23,1.21,33.7,falling,TRUE
consultations,2022-W18,week,CH,country,5 - 14,agegroup_ili_ari,all,795.3,23659.5,1077.3,88.76,1.95,11.8,rising,TRUE
consultations,2022-W18,week,CH,country,65+,agegroup_ili_ari,all,1311.3,38880.6,3589.5,77.16,0.84,19.4,stagnant,TRUE
consultations,2022-W19,week,CH,country,0 - 4,agegroup_ili_ari,all,511.9,10231.8,1014.3,117.28,1.18,8.6,falling,TRUE
consultations,2022-W19,week,CH,country,15 - 29,agegroup_ili_ari,all,1247,32736,1289.9,85.53,2.17,20.9,falling,TRUE
consultations,2022-W19,week,CH,country,30 - 64,agegroup_ili_ari,all,2102.7,97562,4447.2,48.17,1.06,35.3,stagnant,TRUE
consultations,2022-W19,week,CH,country,5 - 14,agegroup_ili_ari,all,762.9,21141.1,1058.5,85.14,1.7,12.8,stagnant,TRUE
consultations,2022-W19,week,CH,country,65+,agegroup_ili_ari,all,1334.6,38203.9,3736.1,78.53,0.8,22.4,stagnant,TRUE
consultations,2022-W20,week,CH,country,0 - 4,agegroup_ili_ari,all,330.9,11871,1194.6,75.82,0.75,5.3,falling,TRUE
consultations,2022-W20,week,CH,country,15 - 29,agegroup_ili_ari,all,1616.5,34274.2,1351.8,110.87,2.81,25.7,stagnant,TRUE
consultations,2022-W20,week,CH,country,30 - 64,agegroup_ili_ari,all,2397.8,100135.1,4536.6,54.93,1.21,38.1,stagnant,TRUE
consultations,2022-W20,week,CH,country,5 - 14,agegroup_ili_ari,all,818.5,24082.7,1203.9,91.35,1.83,13,stagnant,TRUE
consultations,2022-W20,week,CH,country,65+,agegroup_ili_ari,all,1131.5,39051.2,3773,66.58,0.69,18,falling,TRUE
consultations,2022-W21,week,CH,country,0 - 4,agegroup_ili_ari,all,232,9405.9,910.9,53.16,0.55,5.3,falling,TRUE
consultations,2022-W21,week,CH,country,15 - 29,agegroup_ili_ari,all,848.7,27485.6,1033.2,58.21,1.55,19.5,falling,TRUE
consultations,2022-W21,week,CH,country,30 - 64,agegroup_ili_ari,all,1839,80695.2,3463.4,42.13,0.98,42.2,falling,TRUE
consultations,2022-W21,week,CH,country,5 - 14,agegroup_ili_ari,all,517.4,19051.7,920.8,57.74,1.19,11.9,falling,TRUE
consultations,2022-W21,week,CH,country,65+,agegroup_ili_ari,all,916,31537.8,2893.7,53.9,0.59,21,falling,TRUE
consultations,2022-W22,week,CH,country,0 - 4,agegroup_ili_ari,all,317.1,11011.9,1082.5,72.65,0.74,5.8,stagnant,TRUE
