valueCategory,temporal,temporal_type,georegion,georegion_type,subtype,testResult,testResult_type,value,prct,lowerCi,upperCi,prctMean3w,dataComplete,defaultView
detections_hospitalisations,2023-W03,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,11,25.6,8.7,55.4,19.2,TRUE,TRUE
detections_hospitalisations,2023-W03,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,26.5,0,TRUE,TRUE
detections_hospitalisations,2023-W03,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,26.5,0.6,TRUE,FALSE
detections_hospitalisations,2023-W03,iso_week,CHFL,CHFL,BA.5,positive,pcr,12,27.9,9.9,57.6,16.6,TRUE,TRUE
detections_hospitalisations,2023-W03,iso_week,CHFL,CHFL,BQ.1,positive,pcr,12,27.9,9.9,57.6,44.5,TRUE,TRUE
detections_hospitalisations,2023-W03,iso_week,CHFL,CHFL,XBB,positive,pcr,8,18.6,5.2,48.6,19.2,TRUE,TRUE
detections_hospitalisations,2023-W03,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,26.5,0,TRUE,FALSE
samples_hospitalisations,2023-W03,iso_week,CHFL,CHFL,all,positive,pcr,43,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W04,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,24,0,TRUE,FALSE
detections_hospitalisations,2023-W04,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,24,0,TRUE,FALSE
detections_hospitalisations,2023-W04,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,9,18.4,5.5,46.4,16.8,TRUE,TRUE
detections_hospitalisations,2023-W04,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,24,0,TRUE,TRUE
detections_hospitalisations,2023-W04,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,24,0,TRUE,FALSE
detections_hospitalisations,2023-W04,iso_week,CHFL,CHFL,BA.5,positive,pcr,4,8.2,1.4,35,13.5,TRUE,TRUE
detections_hospitalisations,2023-W04,iso_week,CHFL,CHFL,BQ.1,positive,pcr,21,42.9,20.2,68.9,42.7,TRUE,TRUE
detections_hospitalisations,2023-W04,iso_week,CHFL,CHFL,XBB,positive,pcr,15,30.6,12.2,58.3,27,TRUE,TRUE
detections_hospitalisations,2023-W04,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,24,0,TRUE,FALSE
samples_hospitalisations,2023-W04,iso_week,CHFL,CHFL,all,positive,pcr,49,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W05,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,24.8,0,TRUE,FALSE
detections_hospitalisations,2023-W05,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,24.8,0,TRUE,FALSE
detections_hospitalisations,2023-W05,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,3,6.4,0.9,33.5,13.4,TRUE,TRUE
detections_hospitalisations,2023-W05,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,24.8,0,TRUE,TRUE
detections_hospitalisations,2023-W05,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,24.8,0,TRUE,FALSE
detections_hospitalisations,2023-W05,iso_week,CHFL,CHFL,BA.5,positive,pcr,2,4.3,0.4,30.8,6.7,TRUE,TRUE
detections_hospitalisations,2023-W05,iso_week,CHFL,CHFL,BQ.1,positive,pcr,27,57.4,30.9,80.3,46.3,TRUE,TRUE
detections_hospitalisations,2023-W05,iso_week,CHFL,CHFL,XBB,positive,pcr,15,31.9,12.8,60,33,TRUE,TRUE
detections_hospitalisations,2023-W05,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,24.8,0.6,TRUE,FALSE
samples_hospitalisations,2023-W05,iso_week,CHFL,CHFL,all,positive,pcr,47,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W06,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,23,0,TRUE,FALSE
detections_hospitalisations,2023-W06,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,23,0.6,TRUE,FALSE
detections_hospitalisations,2023-W06,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,8,15.4,4.3,42.4,9.5,TRUE,TRUE
detections_hospitalisations,2023-W06,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,23,0,TRUE,TRUE
detections_hospitalisations,2023-W06,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,23,0.6,TRUE,FALSE
detections_hospitalisations,2023-W06,iso_week,CHFL,CHFL,BA.5,positive,pcr,4,7.7,1.4,33.5,4,TRUE,TRUE
detections_hospitalisations,2023-W06,iso_week,CHFL,CHFL,BQ.1,positive,pcr,20,38.5,17.6,64.6,41.6,TRUE,TRUE
detections_hospitalisations,2023-W06,iso_week,CHFL,CHFL,XBB,positive,pcr,19,36.5,16.3,62.9,43.1,TRUE,TRUE
detections_hospitalisations,2023-W06,iso_week,CHFL,CHFL,other,positive,pcr,1,1.9,0.1,25.8,0.6,TRUE,FALSE
samples_hospitalisations,2023-W06,iso_week,CHFL,CHFL,all,positive,pcr,52,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W07,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,20.8,0,TRUE,FALSE
detections_hospitalisations,2023-W07,iso_week,CHFL,CHFL,BA.2,positive,pcr,1,1.7,0.1,23.4,0.6,TRUE,FALSE
detections_hospitalisations,2023-W07,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,4,6.8,1.2,30.4,9.4,TRUE,TRUE
detections_hospitalisations,2023-W07,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,20.8,0,TRUE,TRUE
detections_hospitalisations,2023-W07,iso_week,CHFL,CHFL,BA.4,positive,pcr,1,1.7,0.1,23.4,0.6,TRUE,FALSE
detections_hospitalisations,2023-W07,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,20.8,3.1,TRUE,TRUE
detections_hospitalisations,2023-W07,iso_week,CHFL,CHFL,BQ.1,positive,pcr,17,28.8,12.1,54.4,28,TRUE,TRUE
detections_hospitalisations,2023-W07,iso_week,CHFL,CHFL,XBB,positive,pcr,36,61,36.4,81.1,57.2,TRUE,TRUE
detections_hospitalisations,2023-W07,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,20.8,1.1,TRUE,FALSE
samples_hospitalisations,2023-W07,iso_week,CHFL,CHFL,all,positive,pcr,59,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W08,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,19,0,TRUE,FALSE
detections_hospitalisations,2023-W08,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,19,0.9,TRUE,FALSE
detections_hospitalisations,2023-W08,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,4,6.1,1.1,27.8,7.8,TRUE,TRUE
detections_hospitalisations,2023-W08,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,19,0,TRUE,TRUE
detections_hospitalisations,2023-W08,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,19,0.6,TRUE,FALSE
detections_hospitalisations,2023-W08,iso_week,CHFL,CHFL,BA.5,positive,pcr,1,1.5,0.1,21.4,0.8,TRUE,TRUE
detections_hospitalisations,2023-W08,iso_week,CHFL,CHFL,BQ.1,positive,pcr,11,16.7,5.6,40.5,21.8,TRUE,TRUE
detections_hospitalisations,2023-W08,iso_week,CHFL,CHFL,XBB,positive,pcr,49,74.2,50,89.3,67.3,TRUE,TRUE
detections_hospitalisations,2023-W08,iso_week,CHFL,CHFL,other,positive,pcr,1,1.5,0.1,21.4,0.8,TRUE,FALSE
samples_hospitalisations,2023-W08,iso_week,CHFL,CHFL,all,positive,pcr,66,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W09,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,13.9,0,TRUE,FALSE
detections_hospitalisations,2023-W09,iso_week,CHFL,CHFL,BA.2,positive,pcr,1,1,0.1,15.6,0.3,TRUE,FALSE
detections_hospitalisations,2023-W09,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,10,10.4,3.3,28.6,6.6,TRUE,TRUE
detections_hospitalisations,2023-W09,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,13.9,0,TRUE,TRUE
detections_hospitalisations,2023-W09,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,13.9,0,TRUE,FALSE
detections_hospitalisations,2023-W09,iso_week,CHFL,CHFL,BA.5,positive,pcr,1,1,0.1,15.6,0.8,TRUE,TRUE
detections_hospitalisations,2023-W09,iso_week,CHFL,CHFL,BQ.1,positive,pcr,19,19.8,8.6,39.4,17.5,TRUE,TRUE
detections_hospitalisations,2023-W09,iso_week,CHFL,CHFL,XBB,positive,pcr,64,66.7,46.6,82.1,73.4,TRUE,TRUE
detections_hospitalisations,2023-W09,iso_week,CHFL,CHFL,other,positive,pcr,1,1,0.1,15.6,1.2,TRUE,FALSE
samples_hospitalisations,2023-W09,iso_week,CHFL,CHFL,all,positive,pcr,96,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W10,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,15.1,0,TRUE,FALSE
detections_hospitalisations,2023-W10,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,15.1,0.3,TRUE,FALSE
detections_hospitalisations,2023-W10,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,3,3.4,0.5,20.5,6.2,TRUE,TRUE
detections_hospitalisations,2023-W10,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,15.1,0,TRUE,TRUE
detections_hospitalisations,2023-W10,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,15.1,0.4,TRUE,FALSE
detections_hospitalisations,2023-W10,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,15.1,0.3,TRUE,TRUE
detections_hospitalisations,2023-W10,iso_week,CHFL,CHFL,BQ.1,positive,pcr,14,16.1,6,36.4,16.7,TRUE,TRUE
detections_hospitalisations,2023-W10,iso_week,CHFL,CHFL,XBB,positive,pcr,69,79.3,58.5,91.2,75.3,TRUE,TRUE
detections_hospitalisations,2023-W10,iso_week,CHFL,CHFL,other,positive,pcr,1,1.1,0.1,17,0.7,TRUE,FALSE
samples_hospitalisations,2023-W10,iso_week,CHFL,CHFL,all,positive,pcr,87,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W11,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,15.4,0,TRUE,FALSE
detections_hospitalisations,2023-W11,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,15.4,0,TRUE,FALSE
detections_hospitalisations,2023-W11,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,4,4.7,0.8,22.6,4.6,TRUE,TRUE
detections_hospitalisations,2023-W11,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,15.4,0,TRUE,TRUE
detections_hospitalisations,2023-W11,iso_week,CHFL,CHFL,BA.4,positive,pcr,1,1.2,0.1,17.4,0.4,TRUE,FALSE
detections_hospitalisations,2023-W11,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,15.4,0.5,TRUE,TRUE
detections_hospitalisations,2023-W11,iso_week,CHFL,CHFL,BQ.1,positive,pcr,12,14.1,4.9,34.4,13.3,TRUE,TRUE
detections_hospitalisations,2023-W11,iso_week,CHFL,CHFL,XBB,positive,pcr,68,80,59,91.8,80.9,TRUE,TRUE
detections_hospitalisations,2023-W11,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,15.4,0.4,TRUE,FALSE
samples_hospitalisations,2023-W11,iso_week,CHFL,CHFL,all,positive,pcr,85,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W12,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,17.7,0,TRUE,FALSE
detections_hospitalisations,2023-W12,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,17.7,0,TRUE,FALSE
detections_hospitalisations,2023-W12,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,4,5.6,1,25.9,4.6,TRUE,TRUE
detections_hospitalisations,2023-W12,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,17.7,0,TRUE,TRUE
detections_hospitalisations,2023-W12,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,17.7,0.4,TRUE,FALSE
detections_hospitalisations,2023-W12,iso_week,CHFL,CHFL,BA.5,positive,pcr,1,1.4,0.1,19.9,0.5,TRUE,TRUE
detections_hospitalisations,2023-W12,iso_week,CHFL,CHFL,BQ.1,positive,pcr,7,9.7,2.5,31.2,12.4,TRUE,TRUE
detections_hospitalisations,2023-W12,iso_week,CHFL,CHFL,XBB,positive,pcr,60,83.3,60.7,94.2,81.8,TRUE,TRUE
detections_hospitalisations,2023-W12,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,17.7,0.3,TRUE,FALSE
samples_hospitalisations,2023-W12,iso_week,CHFL,CHFL,all,positive,pcr,72,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W13,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,12.2,0,TRUE,FALSE
detections_hospitalisations,2023-W13,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,12.2,0,TRUE,FALSE
detections_hospitalisations,2023-W13,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,4,3.6,0.6,17.8,4,TRUE,TRUE
detections_hospitalisations,2023-W13,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,12.2,0,TRUE,TRUE
detections_hospitalisations,2023-W13,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,12.2,0,TRUE,FALSE
detections_hospitalisations,2023-W13,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,12.2,0.8,TRUE,TRUE
detections_hospitalisations,2023-W13,iso_week,CHFL,CHFL,BQ.1,positive,pcr,15,13.4,5.2,30.5,9,TRUE,TRUE
detections_hospitalisations,2023-W13,iso_week,CHFL,CHFL,XBB,positive,pcr,92,82.1,64.3,92.2,85.9,TRUE,TRUE
detections_hospitalisations,2023-W13,iso_week,CHFL,CHFL,other,positive,pcr,1,0.9,0.1,13.7,0.3,TRUE,FALSE
samples_hospitalisations,2023-W13,iso_week,CHFL,CHFL,all,positive,pcr,112,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W14,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,13.1,0,TRUE,FALSE
detections_hospitalisations,2023-W14,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,13.1,0,TRUE,FALSE
detections_hospitalisations,2023-W14,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,3,2.9,0.4,17.7,2.6,TRUE,TRUE
detections_hospitalisations,2023-W14,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,13.1,0,TRUE,TRUE
detections_hospitalisations,2023-W14,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,13.1,0,TRUE,FALSE
detections_hospitalisations,2023-W14,iso_week,CHFL,CHFL,BA.5,positive,pcr,1,1,0.1,14.7,0.3,TRUE,TRUE
detections_hospitalisations,2023-W14,iso_week,CHFL,CHFL,BQ.1,positive,pcr,4,3.9,0.7,19.2,6.9,TRUE,TRUE
detections_hospitalisations,2023-W14,iso_week,CHFL,CHFL,XBB,positive,pcr,95,92.2,75.6,97.9,89.9,TRUE,TRUE
detections_hospitalisations,2023-W14,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,13.1,0.3,TRUE,FALSE
samples_hospitalisations,2023-W14,iso_week,CHFL,CHFL,all,positive,pcr,103,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W15,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,15.3,0,TRUE,FALSE
detections_hospitalisations,2023-W15,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,15.3,0,TRUE,FALSE
detections_hospitalisations,2023-W15,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,1.2,0.1,17.2,2,TRUE,TRUE
detections_hospitalisations,2023-W15,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,15.3,0,TRUE,TRUE
detections_hospitalisations,2023-W15,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,15.3,0,TRUE,FALSE
detections_hospitalisations,2023-W15,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,15.3,0.3,TRUE,TRUE
detections_hospitalisations,2023-W15,iso_week,CHFL,CHFL,BQ.1,positive,pcr,3,3.5,0.5,20.7,4.4,TRUE,TRUE
detections_hospitalisations,2023-W15,iso_week,CHFL,CHFL,XBB,positive,pcr,82,95.3,77.7,99.2,93.3,TRUE,TRUE
detections_hospitalisations,2023-W15,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,15.3,0,TRUE,FALSE
samples_hospitalisations,2023-W15,iso_week,CHFL,CHFL,all,positive,pcr,86,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W16,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,23,0,TRUE,FALSE
detections_hospitalisations,2023-W16,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,23,0,TRUE,FALSE
detections_hospitalisations,2023-W16,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,1.9,0.1,25.8,1.5,TRUE,TRUE
detections_hospitalisations,2023-W16,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,23,0,TRUE,TRUE
detections_hospitalisations,2023-W16,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,23,0,TRUE,FALSE
detections_hospitalisations,2023-W16,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,23,0,TRUE,TRUE
detections_hospitalisations,2023-W16,iso_week,CHFL,CHFL,BQ.1,positive,pcr,3,5.8,0.8,31,3.1,TRUE,TRUE
detections_hospitalisations,2023-W16,iso_week,CHFL,CHFL,XBB,positive,pcr,48,92.3,66.5,98.6,95.4,TRUE,TRUE
detections_hospitalisations,2023-W16,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,23,0,TRUE,FALSE
samples_hospitalisations,2023-W16,iso_week,CHFL,CHFL,all,positive,pcr,52,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W17,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,17.5,0,TRUE,FALSE
detections_hospitalisations,2023-W17,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,17.5,0,TRUE,FALSE
detections_hospitalisations,2023-W17,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,1.4,0.1,19.7,1.1,TRUE,TRUE
detections_hospitalisations,2023-W17,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,17.5,0,TRUE,TRUE
detections_hospitalisations,2023-W17,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,17.5,0,TRUE,FALSE
detections_hospitalisations,2023-W17,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,17.5,0,TRUE,TRUE
detections_hospitalisations,2023-W17,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,17.5,2.4,TRUE,TRUE
detections_hospitalisations,2023-W17,iso_week,CHFL,CHFL,XBB,positive,pcr,72,98.6,80.3,99.9,96,TRUE,TRUE
detections_hospitalisations,2023-W17,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,17.5,0.5,TRUE,FALSE
samples_hospitalisations,2023-W17,iso_week,CHFL,CHFL,all,positive,pcr,73,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W18,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,18.6,0,TRUE,FALSE
detections_hospitalisations,2023-W18,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,18.6,0,TRUE,FALSE
detections_hospitalisations,2023-W18,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,18.6,0.5,TRUE,TRUE
detections_hospitalisations,2023-W18,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,18.6,0,TRUE,TRUE
detections_hospitalisations,2023-W18,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,18.6,0,TRUE,FALSE
detections_hospitalisations,2023-W18,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,18.6,0,TRUE,TRUE
detections_hospitalisations,2023-W18,iso_week,CHFL,CHFL,BQ.1,positive,pcr,1,1.5,0.1,20.9,1.2,TRUE,TRUE
detections_hospitalisations,2023-W18,iso_week,CHFL,CHFL,XBB,positive,pcr,66,97.1,76.9,99.7,97.8,TRUE,TRUE
detections_hospitalisations,2023-W18,iso_week,CHFL,CHFL,other,positive,pcr,1,1.5,0.1,20.9,0.5,TRUE,FALSE
samples_hospitalisations,2023-W18,iso_week,CHFL,CHFL,all,positive,pcr,68,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W19,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,25.6,0,TRUE,FALSE
detections_hospitalisations,2023-W19,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,25.6,0,TRUE,FALSE
detections_hospitalisations,2023-W19,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,25.6,0,TRUE,TRUE
detections_hospitalisations,2023-W19,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,25.6,0,TRUE,TRUE
detections_hospitalisations,2023-W19,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,25.6,0,TRUE,FALSE
detections_hospitalisations,2023-W19,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,25.6,0,TRUE,TRUE
detections_hospitalisations,2023-W19,iso_week,CHFL,CHFL,BQ.1,positive,pcr,1,2.2,0.1,28.8,1.9,TRUE,TRUE
detections_hospitalisations,2023-W19,iso_week,CHFL,CHFL,XBB,positive,pcr,44,97.8,71.2,99.9,97.7,TRUE,TRUE
detections_hospitalisations,2023-W19,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,25.6,0.5,TRUE,FALSE
samples_hospitalisations,2023-W19,iso_week,CHFL,CHFL,all,positive,pcr,45,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W20,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,22.3,0,TRUE,FALSE
detections_hospitalisations,2023-W20,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,22.3,0,TRUE,FALSE
detections_hospitalisations,2023-W20,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,22.3,0,TRUE,TRUE
detections_hospitalisations,2023-W20,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,22.3,0,TRUE,TRUE
detections_hospitalisations,2023-W20,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,22.3,0,TRUE,FALSE
detections_hospitalisations,2023-W20,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,22.3,0,TRUE,TRUE
detections_hospitalisations,2023-W20,iso_week,CHFL,CHFL,BQ.1,positive,pcr,1,1.9,0.1,25.1,5.5,TRUE,TRUE
detections_hospitalisations,2023-W20,iso_week,CHFL,CHFL,XBB,positive,pcr,53,98.1,74.9,99.9,94.5,TRUE,TRUE
detections_hospitalisations,2023-W20,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,22.3,0,TRUE,FALSE
samples_hospitalisations,2023-W20,iso_week,CHFL,CHFL,all,positive,pcr,54,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W21,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,27.9,0,TRUE,FALSE
detections_hospitalisations,2023-W21,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,27.9,0,TRUE,FALSE
detections_hospitalisations,2023-W21,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,27.9,0,TRUE,TRUE
detections_hospitalisations,2023-W21,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,27.9,0,TRUE,TRUE
detections_hospitalisations,2023-W21,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,27.9,0,TRUE,FALSE
detections_hospitalisations,2023-W21,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,27.9,0,TRUE,TRUE
detections_hospitalisations,2023-W21,iso_week,CHFL,CHFL,BQ.1,positive,pcr,5,12.5,2.6,43.4,8.6,TRUE,TRUE
detections_hospitalisations,2023-W21,iso_week,CHFL,CHFL,XBB,positive,pcr,35,87.5,56.6,97.4,91.4,TRUE,TRUE
detections_hospitalisations,2023-W21,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,27.9,0,TRUE,FALSE
samples_hospitalisations,2023-W21,iso_week,CHFL,CHFL,all,positive,pcr,40,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W22,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,37.4,0,TRUE,FALSE
detections_hospitalisations,2023-W22,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,37.4,0,TRUE,FALSE
detections_hospitalisations,2023-W22,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,37.4,0,TRUE,TRUE
detections_hospitalisations,2023-W22,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,37.4,0,TRUE,TRUE
detections_hospitalisations,2023-W22,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,37.4,1.8,TRUE,FALSE
detections_hospitalisations,2023-W22,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,37.4,0,TRUE,TRUE
detections_hospitalisations,2023-W22,iso_week,CHFL,CHFL,BQ.1,positive,pcr,3,11.5,1.7,50.2,8,TRUE,TRUE
detections_hospitalisations,2023-W22,iso_week,CHFL,CHFL,XBB,positive,pcr,23,88.5,49.8,98.3,90.2,TRUE,TRUE
detections_hospitalisations,2023-W22,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,37.4,0,TRUE,FALSE
samples_hospitalisations,2023-W22,iso_week,CHFL,CHFL,all,positive,pcr,26,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W23,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,44.9,0,TRUE,FALSE
detections_hospitalisations,2023-W23,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,44.9,0,TRUE,FALSE
detections_hospitalisations,2023-W23,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,44.9,0,TRUE,TRUE
detections_hospitalisations,2023-W23,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,44.9,0,TRUE,TRUE
detections_hospitalisations,2023-W23,iso_week,CHFL,CHFL,BA.4,positive,pcr,1,5.3,0.3,50.4,1.8,TRUE,FALSE
detections_hospitalisations,2023-W23,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,44.9,2.4,TRUE,TRUE
detections_hospitalisations,2023-W23,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,44.9,3.8,TRUE,TRUE
detections_hospitalisations,2023-W23,iso_week,CHFL,CHFL,XBB,positive,pcr,18,94.7,49.6,99.7,92,TRUE,TRUE
detections_hospitalisations,2023-W23,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,44.9,0,TRUE,FALSE
